district,location,rooms,area,floor,total_floors,price
nizami,8ci kilometr,3,77,14,14,192000
nizami,8ci kilometr,2,68,9,16,185500
nizami,8ci kilometr,2,59,15,18,208000
nizami,8ci kilometr,3,91,2,5,230000
nizami,8ci kilometr,1,36,4,16,120000
nizami,8ci kilometr,3,138,4,9,320000
nizami,8ci kilometr,2,55,4,19,160500
nizami,8ci kilometr,3,103,8,14,320000
nizami,8ci kilometr,2,36,1,5,129000
nizami,8ci kilometr,2,57,5,5,152500
nizami,8ci kilometr,2,65,3,5,210000
nizami,8ci kilometr,1,36,2,16,120000
nizami,8ci kilometr,2,55,1,5,167500
nizami,8ci kilometr,3,89,6,9,256500
nizami,8ci kilometr,2,63,5,5,163500
nizami,8ci kilometr,3,129,6,19,320000
nizami,8ci kilometr,2,50,2,9,174000
nizami,8ci kilometr,2,63,1,18,154000
nizami,8ci kilometr,3,95,2,5,282000
nizami,8ci kilometr,1,22,15,18,60000
nizami,8ci kilometr,3,95,8,14,254000
nizami,8ci kilometr,2,77,13,19,210000
nizami,8ci kilometr,3,75,4,5,270000
nizami,8ci kilometr,1,33,5,5,102000
nizami,8ci kilometr,3,132,4,5,320000
nizami,8ci kilometr,2,35,15,18,111000
nizami,8ci kilometr,1,25,1,5,88500
nizami,8ci kilometr,1,32,12,16,109500
nizami,8ci kilometr,3,107,1,14,320000
nizami,8ci kilometr,2,52,5,5,176000
nizami,8ci kilometr,3,135,4,5,320000
nizami,8ci kilometr,3,106,5,9,259000
nizami,8ci kilometr,2,37,8,16,117000
nizami,8ci kilometr,2,47,7,9,159000
nizami,8ci kilometr,2,62,5,16,197000
nizami,8ci kilometr,2,64,6,16,210000
nizami,8ci kilometr,2,55,6,9,158000
nizami,8ci kilometr,2,76,16,16,208500
nizami,8ci kilometr,3,134,1,5,320000
nizami,8ci kilometr,2,68,3,5,189500
nizami,8ci kilometr,2,71,16,18,189500
nizami,8ci kilometr,1,21,2,5,60000
nizami,8ci kilometr,2,46,16,16,136000
nizami,8ci kilometr,2,76,5,9,210000
nizami,8ci kilometr,2,57,3,5,162500
nizami,8ci kilometr,2,57,14,14,174000
nizami,8ci kilometr,2,48,2,5,174000
nizami,8ci kilometr,2,62,14,19,186500
nizami,8ci kilometr,3,73,1,5,182500
nizami,8ci kilometr,2,51,1,5,138500
nizami,8ci kilometr,2,66,5,18,191500
nizami,8ci kilometr,2,73,4,5,200500
nizami,8ci kilometr,3,106,2,5,309500
nizami,8ci kilometr,2,71,1,18,210000
nizami,8ci kilometr,3,67,4,16,197500
nizami,8ci kilometr,2,69,3,5,165000
nizami,8ci kilometr,3,98,2,5,299500
nizami,8ci kilometr,2,73,15,16,207500
nizami,8ci kilometr,2,61,9,9,170000
sabuncu,bakixanov,4,131,4,5,340000
sabuncu,ramana,1,33,3,5,45000
sabuncu,ramana,1,38,2,4,45000
sabuncu,zabrat,4,96,1,4,128000
sabuncu,savalan,4,110,4,9,163500
sabuncu,sea breeze,3,128,4,9,421000
sabuncu,savalan,1,39,6,9,71500
sabuncu,ramana,4,103,4,4,141500
sabuncu,zabrat,2,55,8,8,63000
sabuncu,savalan,4,96,1,4,131500
sabuncu,zabrat,4,99,8,8,100000
sabuncu,zabrat,2,59,7,10,68000
sabuncu,bakixanov,3,83,1,5,194000
sabuncu,sea breeze,2,76,13,14,258500
sabuncu,ramana,2,60,3,5,73000
sabuncu,bakixanov,4,165,1,9,340000
sabuncu,bakixanov,4,113,4,5,302000
sabuncu,sabuncu,2,75,9,9,159500
sabuncu,savalan,4,120,4,4,170000
sabuncu,sea breeze,2,96,8,9,493000
sabuncu,sea breeze,2,89,1,14,582500
sabuncu,savalan,2,72,1,5,95000
sabuncu,ramana,3,101,3,4,116500
sabuncu,sabuncu,3,120,6,9,209000
sabuncu,zabrat,1,40,3,5,49000
sabuncu,zabrat,2,73,3,8,93000
sabuncu,sabuncu,3,95,3,6,256500
sabuncu,sabuncu,3,71,12,18,133000
sabuncu,sabuncu,1,36,12,14,72500
sabuncu,bakixanov,3,96,1,4,193500
sabuncu,ramana,4,98,4,9,101500
sabuncu,sabuncu,3,127,1,5,350000
sabuncu,ramana,3,73,1,4,58500
sabuncu,sea breeze,2,75,2,7,321000
sabuncu,savalan,2,71,5,9,119500
sabuncu,sabuncu,3,75,2,5,155000
sabuncu,ramana,1,30,6,9,45000
sabuncu,sabuncu,4,147,11,14,292500
sabuncu,bakixanov,4,105,7,9,229500
sabuncu,zabrat,3,79,1,5,80500
sabuncu,zabrat,2,47,5,10,46000
sabuncu,sea breeze,2,102,1,4,417000
sabuncu,bakixanov,3,111,4,4,340000
sabuncu,sea breeze,2,100,1,14,585000
sabuncu,sea breeze,2,73,4,9,268000
sabuncu,bakixanov,4,153,4,9,340000
sabuncu,bakixanov,2,70,3,4,173000
sabuncu,bakixanov,2,63,2,4,168500
sabuncu,sea breeze,2,103,2,7,512000
sabuncu,ramana,2,63,4,4,73500
sabuncu,sea breeze,2,83,7,9,415500
sabuncu,sabuncu,3,77,7,9,140500
sabuncu,ramana,4,121,5,5,165000
sabuncu,bakixanov,2,82,4,4,186000
sabuncu,ramana,5,154,2,9,165000
sabuncu,sea breeze,4,135,4,7,720000
sabuncu,bakixanov,2,80,1,9,182000
sabuncu,bakixanov,3,96,3,8,243000
sabuncu,zabrat,4,109,7,10,160000
sabuncu,ramana,4,97,5,5,118000
sabuncu,sea breeze,3,101,1,4,441000
sabuncu,zabrat,1,34,1,4,45000
sabuncu,bakixanov,2,85,3,4,196000
sabuncu,ramana,3,70,4,5,64500
sabuncu,zabrat,4,108,1,5,155500
sabuncu,zabrat,2,59,6,8,69000
sabuncu,sabuncu,1,32,4,5,80000
sabuncu,sabuncu,3,131,8,18,308500
sabuncu,sea breeze,2,79,7,9,366500
sabuncu,sea breeze,4,121,4,4,527500
sabuncu,sea breeze,4,153,3,14,720000
sabuncu,zabrat,2,65,7,8,66000
sabuncu,bakixanov,4,159,5,8,340000
sabuncu,sea breeze,3,93,2,9,631500
sabuncu,savalan,3,69,1,4,104000
sabuncu,sea breeze,2,83,3,4,414000
sabuncu,sea breeze,3,125,7,9,619500
sabuncu,ramana,2,57,5,9,66500
sabuncu,zabrat,3,58,2,5,108500
sabuncu,sea breeze,2,88,8,14,273500
sabuncu,sea breeze,2,81,3,7,241500
sabuncu,sabuncu,3,116,7,14,311000
sabuncu,ramana,3,81,3,5,98000
sabuncu,zabrat,2,49,7,10,86500
sabuncu,bakixanov,2,76,5,8,177500
sabuncu,zabrat,3,71,2,5,77500
sabuncu,sea breeze,5,180,9,9,720000
sabuncu,sea breeze,2,72,12,14,450500
sabuncu,sabuncu,3,98,2,5,174000
sabuncu,ramana,4,119,4,5,154000
sabuncu,zabrat,2,65,5,5,45000
sabuncu,sea breeze,1,47,1,4,233000
sabuncu,sabuncu,4,105,3,5,194000
sabuncu,sea breeze,3,104,4,7,549000
sabuncu,bakixanov,2,62,8,9,187000
sabuncu,sabuncu,4,145,3,14,288500
sabuncu,sabuncu,2,56,5,9,152500
sabuncu,bakixanov,5,116,8,9,287000
sabuncu,bakixanov,1,31,2,9,95000
sabuncu,zabrat,2,67,2,4,72500
sabuncu,zabrat,3,72,7,8,128500
sabuncu,bakixanov,3,105,1,8,276500
sabuncu,sabuncu,1,38,9,14,89500
sabuncu,bakixanov,3,110,1,5,249000
sabuncu,ramana,3,74,8,9,88500
sabuncu,sea breeze,3,93,2,4,576500
sabuncu,zabrat,2,53,1,4,53000
sabuncu,sabuncu,2,70,5,14,138500
sabuncu,bakixanov,1,40,3,4,95000
sabuncu,zabrat,3,65,3,8,91000
sabuncu,sea breeze,4,130,5,7,720000
sabuncu,sea breeze,1,60,6,7,356500
sabuncu,bakixanov,3,105,4,4,267000
sabuncu,savalan,4,87,4,5,107000
sabuncu,sabuncu,4,142,1,5,305000
sabuncu,sabuncu,4,129,6,14,237000
sabuncu,sea breeze,2,76,8,9,363000
sabuncu,bakixanov,2,85,1,4,187500
sabuncu,bakixanov,2,71,8,8,216000
sabuncu,sea breeze,4,152,1,9,720000
sabuncu,bakixanov,1,36,4,5,95000
sabuncu,sabuncu,2,61,8,18,113500
sabuncu,sabuncu,2,74,1,6,185000
sabuncu,bakixanov,2,60,7,8,152000
sabuncu,sea breeze,1,49,3,9,345500
sabuncu,zabrat,2,56,2,5,70000
sabuncu,sea breeze,2,77,2,7,310500
sabuncu,savalan,4,93,1,4,103500
sabuncu,bakixanov,2,87,7,8,255500
sabuncu,sea breeze,3,111,3,14,530000
sabuncu,sea breeze,2,79,4,7,395500
sabuncu,zabrat,2,46,8,8,45000
sabuncu,ramana,4,90,8,9,108000
sabuncu,bakixanov,3,102,4,8,314000
sabuncu,savalan,3,92,3,4,94000
sabuncu,sea breeze,3,135,2,9,508500
sabuncu,zabrat,3,95,1,10,125000
sabuncu,ramana,3,91,3,5,137000
sabuncu,ramana,3,91,4,4,128500
sabuncu,bakixanov,4,109,5,8,257500
sabuncu,bakixanov,4,124,7,8,340000
sabuncu,bakixanov,3,109,4,9,340000
sabuncu,sea breeze,2,80,3,4,436000
sabuncu,zabrat,2,72,3,8,129000
sabuncu,sabuncu,3,129,8,9,350000
sabuncu,bakixanov,1,42,8,9,95000
sabuncu,bakixanov,3,85,8,8,229000
sabuncu,sabuncu,3,86,6,9,184000
sabuncu,bakixanov,3,91,4,4,214000
sabuncu,ramana,3,81,1,4,115500
sabuncu,sabuncu,1,35,1,9,82000
sabuncu,sea breeze,4,121,4,7,720000
sabuncu,bakixanov,4,126,7,8,285000
sabuncu,zabrat,2,53,5,5,92500
sabuncu,sabuncu,1,38,7,9,73500
sabuncu,bakixanov,3,109,4,4,241000
sabuncu,zabrat,2,73,3,4,117000
sabuncu,sabuncu,3,88,4,6,185500
sabuncu,sabuncu,1,29,11,18,75000
sabuncu,sabuncu,2,57,9,14,142500
sabuncu,sabuncu,1,34,5,5,73000
sabuncu,zabrat,3,86,2,10,139000
sabuncu,ramana,4,108,2,4,147000
sabuncu,sabuncu,2,68,14,18,146500
sabuncu,ramana,3,74,3,5,112500
sabuncu,zabrat,3,80,2,5,120500
sabuncu,ramana,5,148,3,9,165000
sabuncu,sea breeze,3,128,6,9,510000
sabuncu,bakixanov,3,90,3,4,268500
sabuncu,sea breeze,2,100,11,14,509000
sabuncu,savalan,2,80,5,5,102500
sabuncu,savalan,3,103,2,5,122500
sabuncu,bakixanov,4,120,4,9,340000
sabuncu,sabuncu,2,56,1,18,136000
sabuncu,sea breeze,2,74,3,7,389000
sabuncu,bakixanov,2,82,7,8,176000
sabuncu,sabuncu,3,76,17,18,200500
sabuncu,sabuncu,3,130,8,18,256000
sabuncu,sea breeze,2,95,4,4,338500
sabuncu,sabuncu,3,134,13,18,298000
sabuncu,sabuncu,3,128,11,14,315000
sabuncu,sabuncu,5,153,10,18,350000
sabuncu,sabuncu,3,106,8,18,227500
sabuncu,zabrat,3,71,7,10,72000
sabuncu,sea breeze,3,126,12,14,512500
sabuncu,bakixanov,3,92,2,4,277000
sabuncu,sea breeze,4,126,4,7,639000
sabuncu,bakixanov,3,80,3,8,250500
sabuncu,sabuncu,3,98,2,5,225000
sabuncu,zabrat,4,95,2,4,105000
sabuncu,ramana,2,66,2,4,78500
sabuncu,sabuncu,3,114,4,5,256500
sabuncu,bakixanov,2,83,6,8,249000
sabuncu,sabuncu,4,133,9,9,231500
sabuncu,bakixanov,2,60,4,9,159000
sabuncu,sea breeze,3,102,1,4,663000
sabuncu,bakixanov,1,38,1,5,103000
sabuncu,savalan,4,114,4,4,113500
sabuncu,sea breeze,3,92,9,9,520500
sabuncu,bakixanov,5,149,3,9,340000
sabuncu,ramana,4,121,4,5,143500
sabuncu,sabuncu,2,54,18,18,106000
sabuncu,sea breeze,2,105,13,14,559500
sabuncu,ramana,3,86,4,4,98500
sabuncu,ramana,3,71,4,5,98000
sabuncu,sea breeze,2,87,4,14,405500
sabuncu,savalan,2,63,1,5,73000
sabuncu,bakixanov,2,81,1,5,183500
sabuncu,savalan,3,73,1,9,82000
sabuncu,ramana,4,119,6,9,158000
sabuncu,ramana,3,72,3,5,91000
sabuncu,bakixanov,2,82,2,9,202000
sabuncu,bakixanov,2,58,2,4,173500
sabuncu,ramana,4,116,2,4,138500
sabuncu,sea breeze,2,79,2,14,254500
sabuncu,sabuncu,4,148,5,9,302000
sabuncu,bakixanov,3,108,4,9,296500
sabuncu,zabrat,3,80,8,8,102500
sabuncu,sea breeze,3,95,1,4,407500
sabuncu,ramana,3,84,3,5,127500
sabuncu,zabrat,3,78,4,4,77000
sabuncu,ramana,3,82,4,5,101500
sabuncu,zabrat,3,60,4,4,57000
sabuncu,bakixanov,2,67,4,4,202500
sabuncu,bakixanov,2,69,8,9,158500
sabuncu,bakixanov,4,156,1,5,340000
sabuncu,ramana,4,98,4,4,121000
sabuncu,zabrat,4,103,1,4,136500
sabuncu,bakixanov,3,90,2,4,235500
sabuncu,bakixanov,2,61,4,8,188500
sabuncu,ramana,4,94,4,4,127000
sabuncu,zabrat,2,60,2,8,65500
sabuncu,bakixanov,1,41,1,5,119500
sabuncu,sea breeze,2,98,1,9,358000
sabuncu,sabuncu,3,104,8,9,189000
sabuncu,zabrat,2,64,5,5,81500
sabuncu,zabrat,4,106,3,10,150500
sabuncu,ramana,2,74,1,9,58000
sabuncu,sea breeze,2,72,3,14,383000
sabuncu,zabrat,3,93,3,5,119500
sabuncu,zabrat,1,34,4,8,59000
sabuncu,sea breeze,2,82,4,9,498500
sabuncu,bakixanov,2,82,1,8,236000
sabuncu,bakixanov,4,123,5,5,279000
sabuncu,savalan,4,96,3,5,140000
sabuncu,bakixanov,3,97,8,8,228000
sabuncu,bakixanov,5,142,4,8,340000
sabuncu,ramana,2,67,3,5,66500
sabuncu,sea breeze,2,91,13,14,297000
sabuncu,savalan,2,53,8,9,70000
sebail,badamdar,2,87,11,16,267500
sebail,sixov,3,91,5,5,239000
sebail,badamdar,4,130,11,13,335500
sebail,20ci sahe,3,80,1,1,156000
sebail,bibiheybet,3,98,14,16,207000
sebail,bayil,3,82,8,17,146000
sebail,bibiheybet,2,75,15,16,191500
sebail,bibiheybet,2,75,14,17,214000
sebail,badamdar,3,84,9,18,233000
sebail,bayil,1,44,1,6,115000
sebail,bibiheybet,3,83,1,2,232500
sebail,20ci sahe,4,83,2,2,165500
sebail,20ci sahe,2,75,2,5,151000
sebail,badamdar,3,106,18,18,191000
sebail,sixov,1,53,3,5,140000
sebail,badamdar,3,94,1,3,286500
sebail,sixov,3,124,1,7,355500
sebail,bayil,3,122,3,6,251500
sebail,bibiheybet,2,63,10,17,103000
sebail,bayil,3,74,13,16,197500
sebail,sixov,3,142,4,5,380000
sebail,badamdar,3,135,3,3,380000
sebail,badamdar,3,86,6,18,203000
sebail,badamdar,1,36,2,18,110000
sebail,bibiheybet,2,51,5,20,108500
sebail,bibiheybet,3,100,6,16,243500
sebail,bibiheybet,2,77,2,17,174500
sebail,sixov,1,52,3,5,176000
sebail,badamdar,3,87,3,16,272000
sebail,20ci sahe,2,62,5,5,118500
sebail,20ci sahe,3,68,2,5,110000
sebail,bibiheybet,2,62,11,12,176500
sebail,20ci sahe,2,46,1,17,111000
sebail,badamdar,3,102,10,16,278500
sebail,sixov,2,84,3,6,181500
sebail,20ci sahe,2,59,14,17,127500
sebail,20ci sahe,1,35,1,1,75000
sebail,badamdar,4,124,3,16,329500
sebail,sixov,1,46,1,6,140000
sebail,bibiheybet,2,68,3,16,112500
sebail,bayil,3,117,5,6,288500
sebail,bibiheybet,2,64,1,2,158000
sebail,badamdar,3,106,5,18,291500
sebail,20ci sahe,4,80,1,2,198000
sebail,bibiheybet,2,56,8,16,119000
sebail,20ci sahe,3,84,2,2,158000
sebail,bayil,4,127,9,17,320000
sebail,sixov,3,118,4,7,219000
sebail,bayil,3,85,14,16,203000
sebail,bayil,2,77,1,6,186500
sebail,bayil,3,105,1,6,235500
sebail,bibiheybet,2,63,1,20,149500
sebail,bibiheybet,3,97,4,20,187000
sebail,sixov,4,129,2,5,301500
sebail,badamdar,3,107,9,16,224000
sebail,badamdar,3,118,3,3,353000
sebail,bibiheybet,2,59,15,20,120000
sebail,bayil,4,125,3,6,320000
sebail,bayil,2,87,4,6,208000
sebail,badamdar,2,74,4,16,253000
sebail,bayil,3,107,2,6,252000
sebail,bibiheybet,3,109,17,17,286500
sebail,bibiheybet,2,86,17,17,168000
sebail,badamdar,2,72,13,16,179000
sebail,bayil,3,87,1,6,197500
sebail,sixov,3,103,2,5,222500
sebail,sixov,4,136,4,6,380000
sebail,20ci sahe,2,62,14,17,115000
sebail,20ci sahe,2,60,15,17,83500
sebail,bibiheybet,3,91,11,12,241000
sebail,20ci sahe,4,101,2,17,167000
sebail,bibiheybet,3,98,4,12,228500
sebail,20ci sahe,1,42,2,3,106000
sebail,bayil,3,81,6,17,174000
sebail,badamdar,4,112,6,16,299500
sebail,sixov,3,138,3,5,380000
sebail,badamdar,1,55,3,16,110000
sebail,bayil,3,102,7,17,281000
sebail,20ci sahe,3,75,1,1,149500
sebail,sixov,3,121,3,7,289000
sebail,bibiheybet,2,84,2,12,150500
sebail,bibiheybet,2,55,2,17,120000
sebail,badamdar,3,117,17,18,333500
sebail,bibiheybet,2,58,2,20,100000
sebail,bibiheybet,3,101,9,17,241500
sebail,badamdar,2,90,7,13,212000
sebail,20ci sahe,3,90,1,3,212000
sebail,bibiheybet,3,97,1,2,172500
sebail,badamdar,2,84,1,3,173500
sebail,badamdar,2,68,8,13,117000
sebail,bibiheybet,3,84,7,20,232500
sebail,badamdar,2,76,2,3,199000
sebail,bibiheybet,2,70,1,2,131500
sebail,sixov,3,134,5,7,380000
sebail,bibiheybet,4,114,2,2,216500
sebail,bibiheybet,3,108,5,12,330000
sebail,bayil,2,75,6,16,145500
sebail,bibiheybet,3,81,11,16,185000
sebail,badamdar,3,116,17,18,337500
sebail,sixov,2,75,3,6,251000
sebail,bayil,4,114,2,17,234000
sebail,badamdar,2,79,3,3,222500
sebail,bayil,3,101,7,16,268500
sebail,badamdar,3,121,1,13,277000
sebail,bibiheybet,3,94,3,17,241000
sebail,bayil,2,99,8,17,223500
sebail,badamdar,1,42,1,3,135000
sebail,badamdar,2,85,4,18,267500
sebail,sixov,2,83,2,7,244000
sebail,20ci sahe,2,66,14,17,137500
sebail,badamdar,3,118,9,16,273500
sebail,bibiheybet,3,93,2,2,192000
sebail,bayil,2,74,5,6,172000
sebail,sixov,3,154,2,7,380000
sebail,20ci sahe,3,75,1,1,122500
sebail,sixov,3,158,4,7,380000
sebail,badamdar,3,99,15,18,296500
sebail,20ci sahe,3,68,1,1,145500
sebail,bayil,3,109,13,16,273000
sebail,badamdar,3,83,14,16,241000
sebail,bayil,2,98,6,16,270500
sebail,bibiheybet,3,110,5,17,306000
sebail,20ci sahe,2,60,1,2,121500
sebail,sixov,1,51,3,5,140000
sebail,20ci sahe,2,59,3,5,115500
sebail,sixov,4,171,4,6,380000
sebail,badamdar,2,72,2,16,138500
sebail,bibiheybet,3,104,1,17,240500
sebail,bibiheybet,3,81,5,16,182500
sebail,badamdar,3,134,18,18,368500
sebail,sixov,2,67,6,7,246000
sebail,bayil,2,90,6,16,196000
sebail,sixov,3,157,4,6,299000
sebail,20ci sahe,3,78,1,1,173000
sebail,sixov,3,96,2,5,258000
sebail,bayil,2,74,15,17,181000
sebail,badamdar,2,77,18,18,220500
sebail,sixov,4,123,2,5,380000
sebail,sixov,2,74,3,7,217000
sebail,bayil,4,108,4,16,216000
sebail,badamdar,3,121,1,3,301500
sebail,sixov,2,80,2,7,205000
sebail,badamdar,2,67,10,13,178500
sebail,bayil,3,119,16,16,320000
sebail,bayil,3,85,17,17,272500
sebail,bibiheybet,2,86,10,16,189000
sebail,sixov,1,45,4,5,140000
sebail,20ci sahe,4,107,5,17,230000
sebail,sixov,2,66,1,7,187500
sebail,bibiheybet,3,83,6,12,193000
sebail,badamdar,3,80,2,18,181000
sebail,bibiheybet,3,77,1,2,185000
sebail,sixov,2,80,2,6,186000
sebail,20ci sahe,4,94,1,1,197500
sebail,sixov,2,78,7,7,231000
sebail,20ci sahe,2,70,1,1,173500
sebail,bibiheybet,2,90,2,2,219500
sebail,20ci sahe,4,105,2,3,230000
sebail,badamdar,3,96,3,3,296000
sebail,bibiheybet,4,111,5,12,330000
sebail,20ci sahe,4,95,13,17,224500
sebail,bibiheybet,3,80,2,17,236000
sebail,20ci sahe,2,50,2,3,106000
sebail,badamdar,3,117,7,13,371000
sebail,badamdar,3,114,1,18,279500
sebail,badamdar,3,125,3,13,312000
sebail,sixov,1,47,3,6,140000
sebail,bibiheybet,3,98,11,17,202000
sebail,bayil,3,105,5,6,300500
sebail,badamdar,2,89,13,13,207000
sebail,sixov,2,85,4,5,220000
sebail,sixov,3,137,4,5,380000
sebail,bayil,3,96,2,16,235000
sebail,badamdar,3,94,16,16,207500
sebail,bayil,2,72,2,6,198500
sebail,sixov,2,60,4,5,174500
sebail,20ci sahe,3,63,2,5,109500
sebail,20ci sahe,3,81,2,3,195000
sebail,bibiheybet,2,54,6,12,126000
sebail,sixov,2,64,5,6,218500
sebail,badamdar,3,120,18,18,335000
sebail,badamdar,1,38,16,18,110000
sebail,sixov,3,113,4,7,311000
sebail,20ci sahe,3,60,9,17,110000
sebail,bibiheybet,3,110,2,2,294000
sebail,bayil,3,114,6,6,216000
sebail,bibiheybet,2,66,2,17,157500
sebail,20ci sahe,4,95,1,1,201000
sebail,bibiheybet,2,84,8,12,183000
sebail,sixov,2,61,2,5,140000
sebail,bibiheybet,3,82,7,20,236500
sebail,bibiheybet,2,72,4,17,211500
sebail,sixov,3,121,7,7,307000
sebail,badamdar,3,86,8,18,277500
sebail,bayil,3,90,4,16,287500
sebail,bibiheybet,1,44,1,17,103000
sebail,bibiheybet,2,73,2,2,115500
sebail,sixov,3,110,4,6,380000
sebail,badamdar,4,151,2,3,380000
sebail,20ci sahe,4,94,1,3,208000
sebail,20ci sahe,2,70,2,2,121500
sebail,20ci sahe,2,49,2,5,75000
sebail,sixov,2,75,1,5,141000
sebail,badamdar,3,119,11,13,268500
sebail,sixov,2,85,3,6,281500
sebail,20ci sahe,2,48,1,1,111000
sebail,sixov,2,68,4,5,159500
sebail,badamdar,3,134,14,16,380000
sebail,sixov,3,131,3,7,300000
sebail,20ci sahe,3,84,7,17,149000
sebail,badamdar,3,106,1,16,318000
sebail,badamdar,3,84,7,13,160500
sebail,20ci sahe,2,64,3,5,136000
sebail,bayil,2,62,2,6,124500
sebail,20ci sahe,3,78,1,1,136500
sebail,badamdar,2,72,3,16,142000
sebail,bayil,2,84,2,6,196000
sebail,badamdar,3,138,1,16,372000
sebail,badamdar,3,112,6,13,373000
sebail,sixov,3,90,3,5,280500
sebail,sixov,1,42,3,5,140000
sebail,badamdar,4,131,7,16,329000
sebail,20ci sahe,4,118,3,3,193500
sebail,bayil,2,62,2,6,167500
sebail,badamdar,3,106,6,18,283000
sebail,sixov,3,90,5,5,193500
sebail,badamdar,2,86,9,18,158500
sebail,sixov,3,92,5,7,309000
sebail,20ci sahe,4,116,6,17,230000
sebail,badamdar,4,130,1,18,320500
sebail,bibiheybet,3,89,1,2,246500
sebail,sixov,3,147,3,6,380000
sebail,sixov,1,48,1,7,145000
sebail,badamdar,3,140,14,16,358000
sebail,20ci sahe,3,68,12,17,165500
sebail,bayil,2,72,13,16,159000
sebail,badamdar,3,82,2,13,214000
sebail,sixov,4,122,3,6,271000
sebail,sixov,2,64,5,6,180000
sebail,bayil,1,45,13,17,128000
sebail,sixov,1,53,2,6,140000
sebail,20ci sahe,3,85,1,17,136000
sebail,bayil,4,143,6,17,320000
sebail,20ci sahe,2,70,1,5,152000
sebail,bibiheybet,3,98,5,20,241000
sebail,bibiheybet,3,107,3,12,229000
sebail,bayil,2,95,7,17,249000
sebail,badamdar,3,110,12,13,283000
sebail,bibiheybet,4,125,4,17,269000
sebail,bayil,4,135,3,17,320000
suraxani,hovsan,4,107,4,7,185000
suraxani,gunesli,2,62,4,10,152500
suraxani,qaracuxur,4,122,6,11,220000
suraxani,gunesli,2,64,5,10,132000
suraxani,zig,2,59,10,14,95000
suraxani,zig,5,134,1,5,210000
suraxani,gunesli,3,93,6,15,245000
suraxani,zig,5,130,13,14,210000
suraxani,hovsan,4,116,9,9,185000
suraxani,zig,3,78,5,9,144000
suraxani,qaracuxur,2,54,2,5,91500
suraxani,qaracuxur,4,95,1,5,220000
suraxani,qaracuxur,2,55,7,11,101000
suraxani,gunesli,2,60,2,10,170000
suraxani,qaracuxur,2,66,8,12,126500
suraxani,qaracuxur,2,68,2,5,182000
suraxani,qaracuxur,2,49,2,4,95500
suraxani,qaracuxur,2,63,4,5,138000
suraxani,hovsan,2,43,1,7,69000
suraxani,zig,2,55,3,5,84500
suraxani,qaracuxur,2,60,9,11,95000
suraxani,zig,2,51,5,9,95500
suraxani,zig,2,57,2,9,79500
suraxani,gunesli,3,100,4,15,217500
suraxani,gunesli,3,100,14,14,175500
suraxani,gunesli,3,105,2,14,210500
suraxani,qaracuxur,3,77,3,5,215500
suraxani,gunesli,2,58,1,9,130000
suraxani,gunesli,3,71,1,15,172500
suraxani,gunesli,3,72,11,15,162500
suraxani,hovsan,2,45,5,7,69500
suraxani,hovsan,3,85,4,5,163000
suraxani,hovsan,3,80,4,9,99000
suraxani,gunesli,3,87,5,15,228000
suraxani,qaracuxur,2,53,1,4,139500
suraxani,gunesli,3,79,10,14,176000
suraxani,gunesli,2,62,12,14,175000
suraxani,zig,4,102,1,5,152500
suraxani,gunesli,2,59,1,10,118500
suraxani,zig,5,136,9,9,210000
suraxani,gunesli,2,74,3,15,198000
suraxani,zig,2,70,7,9,115500
suraxani,qaracuxur,2,66,1,4,98000
suraxani,hovsan,4,113,1,5,185000
suraxani,gunesli,3,82,2,15,167000
suraxani,hovsan,4,98,2,5,157000
suraxani,hovsan,3,87,1,7,120000
suraxani,gunesli,3,74,7,15,167500
suraxani,hovsan,3,73,6,7,81000
suraxani,qaracuxur,2,66,5,12,122000
suraxani,gunesli,3,70,10,15,156500
suraxani,gunesli,3,79,5,10,212500
suraxani,zig,4,110,5,5,186500
suraxani,zig,3,98,4,9,166500
suraxani,gunesli,3,76,8,9,182500
suraxani,gunesli,2,75,2,10,163000
suraxani,hovsan,4,98,5,9,155000
suraxani,hovsan,4,91,1,7,179000
suraxani,gunesli,4,103,1,15,223000
suraxani,gunesli,3,80,8,14,182500
suraxani,hovsan,3,76,3,5,139000
suraxani,zig,2,61,4,5,88500
suraxani,gunesli,2,74,10,10,148500
suraxani,hovsan,4,95,2,7,134500
suraxani,gunesli,2,75,4,14,151000
suraxani,qaracuxur,4,109,4,11,220000
suraxani,qaracuxur,2,50,1,4,117000
suraxani,zig,3,89,4,14,175500
suraxani,gunesli,3,95,10,15,225000
suraxani,gunesli,4,95,10,10,179500
suraxani,gunesli,1,35,9,15,90000
suraxani,hovsan,3,86,3,5,149500
suraxani,qaracuxur,3,81,11,11,136000
suraxani,hovsan,3,69,5,5,89000
suraxani,gunesli,4,127,2,9,245000
suraxani,hovsan,4,118,5,5,185000
suraxani,qaracuxur,4,93,3,4,220000
suraxani,qaracuxur,4,108,5,12,220000
suraxani,zig,5,143,14,14,199500
suraxani,gunesli,3,99,7,9,236000
suraxani,gunesli,2,65,5,10,184500
suraxani,gunesli,2,72,8,9,135000
suraxani,qaracuxur,3,87,1,5,173000
suraxani,hovsan,4,115,1,5,184000
suraxani,gunesli,3,85,8,9,223000
suraxani,gunesli,3,92,4,15,228500
suraxani,gunesli,2,57,8,10,92000
suraxani,qaracuxur,2,55,6,12,113000
suraxani,qaracuxur,3,74,9,11,176000
suraxani,qaracuxur,1,44,2,5,91500
